iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2012-13,mean.scl.regional_2022-23,mean.scl.national_2012-13,mean.scl.national_2022-23
MU,MUS,Mauritius,MUS.10_1,MUS.10_1,Rodriguez,√Æle Rodrigues,Rodriguez,Autonomous island,Autonomous island,NA,MU.RO,NA,NA,NA,NA,Rodrigues Island,NA,Rodrigues Island,MU-RO,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,MUS.12_1,MUS.12_1,Savanne,NA,Savanne,District,District,NA,MU.SA,NA,NA,NA,NA,Savanne,NA,Savanne,MU-SA,iso3166-2,NA,NA,NA,0.5906698378721688,0.6840438701599199,0.5202186218734848,0.6342383289274806
MU,MUS,Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,Plaines Wilhems,NA,NA,Vacoas-Phoenix,NA,Vacoas-Phoenix,MU-VP,iso3166-2,NA,NA,NA,NA,NA,0.5202186218734848,0.6342383289274806
MW,MWI,Malawi,NA,MW-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central Region,Chapakati,Chapakati,MW-C,iso3166-2,NA,NA,NA,0.5939635842384254,0.8309801209048568,0.540520957691882,0.8694848775389824
MW,MWI,Malawi,NA,MW-N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Region,Chakumpoto,Chakumpoto,MW-N,iso3166-2,NA,NA,NA,0.53676722670064,0.7471407694605438,0.540520957691882,0.8694848775389824
MW,MWI,Malawi,NA,MW-S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern Region,Chakumwera,Chakumwera,MW-S,iso3166-2,NA,NA,NA,0.5759366498683756,0.8851840008052106,0.540520957691882,0.8694848775389824
MX,MEX,Mexico,MEX.1_1,MEX.1_1,Aguascalientes,NA,Aguascalientes,Estado,State,NA,MX.AG,NA,NA,NA,NA,Aguascalientes,NA,Aguascalientes,MX-AGU,iso3166-2,NA,NA,NA,0.5512707106155408,0.7528702455307171,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.3_1,MEX.3_1,Baja California,NA,Baja California,Estado,State,NA,MX.BN,NA,NA,NA,NA,Baja California,NA,Baja California,MX-BCN,iso3166-2,NA,NA,NA,0.5324621115129246,0.7349688012812354,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.2_1,MEX.2_1,Baja California Sur,NA,Baja California Sur,Estado,State,NA,MX.BS,NA,NA,NA,NA,Baja California Sur,NA,Baja California Sur,MX-BCS,iso3166-2,NA,NA,NA,0.4346635046309986,0.7287195458584076,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.4_1,MEX.4_1,Campeche,NA,Campeche,Estado,State,NA,MX.CM,NA,NA,NA,NA,Campeche,NA,Campeche,MX-CAM,iso3166-2,NA,NA,NA,0.5291994375876153,0.7663866700250572,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.5_1,MEX.5_1,Chiapas,NA,Chiapas,Estado,State,NA,MX.CP,NA,NA,NA,NA,Chiapas,NA,Chiapas,MX-CHP,iso3166-2,NA,NA,NA,0.5083946682615776,0.7735291945373521,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.6_1,MEX.6_1,Chihuahua,NA,Chihuahua,Estado,State,NA,MX.CH,NA,NA,NA,NA,Chihuahua,NA,Chihuahua,MX-CHH,iso3166-2,NA,NA,NA,0.6390246761770383,0.7568973831845272,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.9_1,MEX.9_1,Distrito Federal,NA,Distrito Federal,Distrito Federal,Federal District,NA,MX.DF,NA,NA,NA,NA,Ciudad de México,NA,Ciudad de México,MX-CMX,iso3166-2,NA,NA,NA,0.5599796923587622,0.7817005525973773,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.7_1,MEX.7_1,Coahuila,NA,Coahuila,Estado,State,NA,MX.CA,NA,NA,NA,NA,Coahuila de Zaragoza,NA,Coahuila de Zaragoza,MX-COA,iso3166-2,NA,NA,NA,0.5041780062950393,0.7633006233429598,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.8_1,MEX.8_1,Colima,NA,Colima,Estado,State,NA,MX.CL,NA,NA,NA,NA,Colima,NA,Colima,MX-COL,iso3166-2,NA,NA,NA,0.5294045490596523,0.7631402282584796,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.10_1,MEX.10_1,Durango,NA,Durango,Estado,State,NA,MX.DU,NA,NA,NA,NA,Durango,NA,Durango,MX-DUR,iso3166-2,NA,NA,NA,0.5906472239723882,0.7747050112767985,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.11_1,MEX.11_1,Guanajuato,NA,Guanajuato,Estado,State,NA,MX.GJ,NA,NA,NA,NA,Guanajuato,NA,Guanajuato,MX-GUA,iso3166-2,NA,NA,NA,0.5616140145948354,0.799335923802203,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.12_1,MEX.12_1,Guerrero,NA,Guerrero,Estado,State,NA,MX.GR,NA,NA,NA,NA,Guerrero,NA,Guerrero,MX-GRO,iso3166-2,NA,NA,NA,0.595898093479823,0.8163076975560778,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.13_1,MEX.13_1,Hidalgo,NA,Hidalgo,Estado,State,NA,MX.HI,NA,NA,NA,NA,Hidalgo,NA,Hidalgo,MX-HID,iso3166-2,NA,NA,NA,0.5796207015769188,0.8327158084707186,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.14_1,MEX.14_1,Jalisco,NA,Jalisco,Estado,State,NA,MX.JA,NA,NA,NA,NA,Jalisco,NA,Jalisco,MX-JAL,iso3166-2,NA,NA,NA,0.5974130862481757,0.7672384796581978,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.15_1,MEX.15_1,M√©xico,NA,M√©xico,Estado,State,NA,MX.MX,NA,NA,NA,NA,México,NA,México,MX-MEX,iso3166-2,NA,NA,NA,0.5888797499810606,0.7857976865208914,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.16_1,MEX.16_1,Michoac√°n,NA,Michoac√°n,Estado,State,NA,MX.MC,NA,NA,NA,NA,Michoacán de Ocampo,NA,Michoacán de Ocampo,MX-MIC,iso3166-2,NA,NA,NA,0.5743504559469994,0.7960572351141177,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.17_1,MEX.17_1,Morelos,NA,Morelos,Estado,State,NA,MX.MR,NA,NA,NA,NA,Morelos,NA,Morelos,MX-MOR,iso3166-2,NA,NA,NA,0.6000969046680038,0.7945171533712481,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.18_1,MEX.18_1,Nayarit,NA,Nayarit,Estado,State,NA,MX.NA,NA,NA,NA,NA,Nayarit,NA,Nayarit,MX-NAY,iso3166-2,NA,NA,NA,0.7163708783336216,0.7996762321198633,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.19_1,MEX.19_1,Nuevo Le√≥n,NA,Nuevo Le√≥n,Estado,State,NA,MX.NL,NA,NA,NA,NA,Nuevo León,NA,Nuevo León,MX-NLE,iso3166-2,NA,NA,NA,0.46051106198901215,0.7642902755174322,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.20_1,MEX.20_1,Oaxaca,NA,Oaxaca,Estado,State,NA,MX.OA,NA,NA,NA,NA,Oaxaca,NA,Oaxaca,MX-OAX,iso3166-2,NA,NA,NA,0.5366354258150993,0.7610142509100439,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.21_1,MEX.21_1,Puebla,NA,Puebla,Estado,State,NA,MX.PU,NA,NA,NA,NA,Puebla,NA,Puebla,MX-PUE,iso3166-2,NA,NA,NA,0.5674997003327671,0.770316452193516,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.22_1,MEX.22_1,Quer√©taro,NA,Quer√©taro,Estado,State,NA,MX.QE,NA,NA,NA,NA,Querétaro,NA,Querétaro,MX-QUE,iso3166-2,NA,NA,NA,0.5856467959126506,0.7889591787484667,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.23_1,MEX.23_1,Quintana Roo,NA,Quintana Roo,Estado,State,NA,MX.QR,NA,NA,NA,NA,Quintana Roo,NA,Quintana Roo,MX-ROO,iso3166-2,NA,NA,NA,0.5646701442824187,0.7786467811548983,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.24_1,MEX.24_1,San Luis Potos√≠,NA,San Luis Potos√≠,Estado,State,NA,MX.SL,NA,NA,NA,NA,San Luis Potosí,NA,San Luis Potosí,MX-SLP,iso3166-2,NA,NA,NA,0.5707034414384549,0.7620003262893369,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.25_1,MEX.25_1,Sinaloa,NA,Sinaloa,Estado,State,NA,MX.SI,NA,NA,NA,NA,Sinaloa,NA,Sinaloa,MX-SIN,iso3166-2,NA,NA,NA,0.5441151358109687,0.758354599165659,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.26_1,MEX.26_1,Sonora,NA,Sonora,Estado,State,NA,MX.SO,NA,NA,NA,NA,Sonora,NA,Sonora,MX-SON,iso3166-2,NA,NA,NA,0.5449464467045946,0.7466364422115943,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.27_1,MEX.27_1,Tabasco,NA,Tabasco,Estado,State,NA,MX.TB,NA,NA,NA,NA,Tabasco,NA,Tabasco,MX-TAB,iso3166-2,NA,NA,NA,0.5623169498221463,0.7767943419406917,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.28_1,MEX.28_1,Tamaulipas,NA,Tamaulipas,Estado,State,NA,MX.TM,NA,NA,NA,NA,Tamaulipas,NA,Tamaulipas,MX-TAM,iso3166-2,NA,NA,NA,0.5327930172158959,0.7186578480608361,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.29_1,MEX.29_1,Tlaxcala,NA,Tlaxcala,Estado,State,NA,MX.TL,NA,NA,NA,NA,Tlaxcala,NA,Tlaxcala,MX-TLA,iso3166-2,NA,NA,NA,0.5803054526563628,0.7183468141344145,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.30_1,MEX.30_1,Veracruz,NA,Veracruz,Estado,State,NA,MX.VE,NA,NA,NA,NA,Veracruz de Ignacio de la Llave,NA,Veracruz de Ignacio de la Llave,MX-VER,iso3166-2,NA,NA,NA,0.5891870206484374,0.7735804263557572,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.31_1,MEX.31_1,Yucat√°n,NA,Yucat√°n,Estado,State,NA,MX.YU,NA,NA,NA,NA,Yucatán,NA,Yucatán,MX-YUC,iso3166-2,NA,NA,NA,0.5629099772349092,0.7494520478894171,0.518696144801331,0.7837604262121898
MX,MEX,Mexico,MEX.32_1,MEX.32_1,Zacatecas,NA,Zacatecas,Estado,State,NA,MX.ZA,NA,NA,NA,NA,Zacatecas,NA,Zacatecas,MX-ZAC,iso3166-2,NA,NA,NA,0.5674817061340717,0.7714949325779957,0.518696144801331,0.7837604262121898
MY,MYS,Malaysia,MYS.1_1,MYS.1_1,Johor,Johor Darul Takzim|Johore,Johor,Negeri,State,NA,MY.JH,NA,NA,NA,NA,Johor,NA,Johor,MY-01,iso3166-2,NA,NA,NA,0.37240696904467635,0.49661376752372205,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.2_1,MYS.2_1,Kedah,Kedah Darul Aman,Kedah,Negeri,State,NA,MY.KH,NA,NA,NA,NA,Kedah,NA,Kedah,MY-02,iso3166-2,NA,NA,NA,0.3935272560124763,0.46787198779326905,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.3_1,MYS.3_1,Kelantan,<Null>,Kelantan,Negeri,State,NA,MY.KN,NA,NA,NA,NA,Kelantan,NA,Kelantan,MY-03,iso3166-2,NA,NA,NA,0.3348787410192938,0.496442253006433,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.6_1,MYS.6_1,Melaka,Malacca|Malaka,Melaka,Negeri,State,NA,MY.ME,NA,NA,NA,NA,Melaka,NA,Melaka,MY-04,iso3166-2,NA,NA,NA,0.4240488155216276,0.5774271807428054,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.7_1,MYS.7_1,Negeri Sembilan,Negeri Sembilan Darul Khusus|Negri Sembilan,Negeri Sembilan,Negeri,State,NA,MY.NS,NA,NA,NA,NA,Negeri Sembilan,NA,Negeri Sembilan,MY-05,iso3166-2,NA,NA,NA,0.4174734338829409,0.5027756624471919,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.8_1,MYS.8_1,Pahang,Pahang Darul Makmur,Pahang,Negeri,State,NA,MY.PH,NA,NA,NA,NA,Pahang,NA,Pahang,MY-06,iso3166-2,NA,NA,NA,0.41730994898764806,0.4727086814969442,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.9_1,MYS.9_1,Perak,Perak Darul Ridzuan,Perak,Negeri,State,NA,MY.PK,NA,NA,NA,NA,Perak,NA,Perak,MY-08,iso3166-2,NA,NA,NA,0.447003832036599,0.5213350008801831,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.10_1,MYS.10_1,Perlis,Perlis Indra Kayangan,Perlis,Negeri,State,NA,MY.PL,NA,NA,NA,NA,Perlis,NA,Perlis,MY-09,iso3166-2,NA,NA,NA,0.37804061550949103,0.34743182012070795,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.11_1,MYS.11_1,Pulau Pinang,Penang and Province Wellesley|Penang,Pulau Pinang,Negeri,State,NA,MY.PG,NA,NA,NA,NA,Pulau Pinang,NA,Pulau Pinang,MY-07,iso3166-2,NA,NA,NA,0.37722162819790067,0.4793320035182772,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.13_1,MYS.13_1,Sabah,North Borneo,Sabah,Negeri,State,NA,MY.SA,NA,NA,NA,NA,Sabah,NA,Sabah,MY-12,iso3166-2,NA,NA,NA,0.4668464659832044,0.505857457883852,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.14_1,MYS.14_1,Sarawak,NA,Sarawak,Negeri,State,NA,MY.SK,NA,NA,NA,NA,Sarawak,NA,Sarawak,MY-13,iso3166-2,NA,NA,NA,0.461729814865328,0.4702580074308642,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.15_1,MYS.15_1,Selangor,Selangor Darul Ehsan,Selangor,Negeri,State,NA,MY.SL,A,Selangor and Putrajaya,NA,NA,Selangor,NA,Selangor,MY-10,iso3166-2,NA,NA,NA,NA,NA,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.16_1,MYS.16_1,Trengganu,Terengganu Darul Iman,Trengganu,Negeri,State,NA,MY.TE,NA,NA,NA,NA,Terengganu,NA,Terengganu,MY-11,iso3166-2,NA,NA,NA,0.38335091160419077,0.4834340885366532,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.4_1,MYS.4_1,Kuala Lumpur,Federal Territory of Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,Federal Territory,NA,MY.KL,NA,NA,NA,NA,Wilayah Persekutuan Kuala Lumpur,NA,Wilayah Persekutuan Kuala Lumpur,MY-14,iso3166-2,NA,NA,NA,0.4162900291533219,0.5322881571508069,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.5_1,MYS.5_1,Labuan,Federal Territory of Labuan,Labuan,Wilayah Persekutuan,Federal Territory,NA,MY.LA,NA,NA,NA,NA,Wilayah Persekutuan Labuan,NA,Wilayah Persekutuan Labuan,MY-15,iso3166-2,NA,NA,NA,NA,NA,0.33483678888792934,0.4474781197167544
MY,MYS,Malaysia,MYS.12_1,MYS.12_1,Putrajaya,Federal Territory of Putrajaya,Putrajaya,Wilayah Persekutuan,Federal Territory,NA,MY.PJ,A,Selangor and Putrajaya,NA,NA,Wilayah Persekutuan Putrajaya,NA,Wilayah Persekutuan Putrajaya,MY-16,iso3166-2,NA,NA,NA,NA,NA,0.33483678888792934,0.4474781197167544
MZ,MOZ,Mozambique,MOZ.1_1,MOZ.1_1,Cabo Delgado,NA,Cabo Delgado,Provincia,Province,NA,MZ.CD,NA,NA,NA,NA,Cabo Delgado,NA,Cabo Delgado,MZ-P,iso3166-2,NA,NA,NA,0.41345148929928804,0.5904512239177324,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.2_1,MOZ.2_1,Gaza,NA,Gaza,Provincia,Province,NA,MZ.GA,NA,NA,NA,NA,Gaza,NA,Gaza,MZ-G,iso3166-2,NA,NA,NA,0.45636927457904297,0.5984974437685262,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.3_1,MOZ.3_1,Inhambane,NA,Inhambane,Provincia,Province,NA,MZ.IN,NA,NA,NA,NA,Inhambane,NA,Inhambane,MZ-I,iso3166-2,NA,NA,NA,0.4221034506704394,0.6080259503206789,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.4_1,MOZ.4_1,Manica,NA,Manica,Provincia,Province,NA,MZ.MN,NA,NA,NA,NA,Manica,NA,Manica,MZ-B,iso3166-2,NA,NA,NA,0.4273262372247338,0.5311327853464654,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.5_1,MOZ.5_1,Maputo City,NA,Maputo City,Provincia,Province,NA,MZ.MC,NA,NA,NA,NA,Maputo City,NA,Maputo City,MZ-MPM,iso3166-2,NA,NA,NA,0.47384564486004294,0.6660576027137746,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.6_1,MOZ.6_1,Maputo,NA,Maputo,Provincia,Province,NA,MZ.MP,NA,NA,NA,NA,Maputo Province,NA,Maputo Province,MZ-L,iso3166-2,NA,NA,NA,0.438781147615456,0.6558788395903276,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.7_1,MOZ.7_1,Nampula,Mo√ßambique|Mozambique,Nampula,Provincia,Province,NA,MZ.NM,NA,NA,NA,NA,Nampula,NA,Nampula,MZ-N,iso3166-2,NA,NA,NA,0.45922244545888136,0.5751781659968355,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.8_1,MOZ.8_1,Nassa,Niassa,Nassa,Provincia,Province,NA,MZ.NS,NA,NA,NA,NA,Niassa,NA,Niassa,MZ-A,iso3166-2,NA,NA,NA,0.3850495489329142,0.5828711257411496,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.9_1,MOZ.9_1,Sofala,NA,Sofala,Provincia,Province,NA,MZ.SO,NA,NA,NA,NA,Sofala,NA,Sofala,MZ-S,iso3166-2,NA,NA,NA,0.43138958812125217,0.6132780013468137,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.10_1,MOZ.10_1,Tete,NA,Tete,Provincia,Province,NA,MZ.TE,NA,NA,NA,NA,Tete,NA,Tete,MZ-T,iso3166-2,NA,NA,NA,0.423516555439461,0.6147109800750578,0.3529002954546249,0.5493143781624688
MZ,MOZ,Mozambique,MOZ.11_1,MOZ.11_1,Zambezia,NA,Zambezia,Provincia,Province,NA,MZ.ZA,NA,NA,NA,NA,Zambézia,NA,Zambézia,MZ-Q,iso3166-2,NA,NA,NA,0.39209388374614457,0.5354319503850964,0.3529002954546249,0.5493143781624688
NAM,NAM,Namibia,NAM.2_1,NAM.2_1,Erongo,NA,Erongo,Region,Region,NA,NA.ER,NA,NA,NA,NA,Erongo,NA,Erongo,NAM-ER,iso3166-2,NA,NA,NA,0.4087701801689519,0.5579475272465677,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.3_1,NAM.3_1,Hardap,NA,Hardap,Region,Region,NA,NA.HA,NA,NA,NA,NA,Hardap,NA,Hardap,NAM-HA,iso3166-2,NA,NA,NA,0.48813061247529327,0.5827417973664669,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.1_1,NAM.1_1,!Karas,Karas,!Karas,Region,Region,NA,NA.KA,NA,NA,NA,NA,Karas,NA,Karas,NAM-KA,iso3166-2,NA,NA,NA,0.49678177319056344,0.5896029374496264,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NA,NAM-KE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kavango East,NA,Kavango East,NAM-KE,iso3166-2,NA,NA,NA,0.5367953960412261,0.5759924162309511,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NA,NAM-KW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kavango West,NA,Kavango West,NAM-KW,iso3166-2,NA,NA,NA,0.5612964546971291,0.6090806391745606,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.5_1,NAM.5_1,Khomas,NA,Khomas,Region,Region,NA,NA.KH,NA,NA,NA,NA,Khomas,NA,Khomas,NAM-KH,iso3166-2,NA,NA,NA,0.4837843988053419,0.5901596288057352,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.6_1,NAM.6_1,Kunene,NA,Kunene,Region,Region,NA,NA.KU,NA,NA,NA,NA,Kunene,NA,Kunene,NAM-KU,iso3166-2,NA,NA,NA,0.5827526569732062,0.680500482073366,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.7_1,NAM.7_1,Ohangwena,NA,Ohangwena,Region,Region,NA,NA.OW,NA,NA,NA,NA,Ohangwena,NA,Ohangwena,NAM-OW,iso3166-2,NA,NA,NA,0.5300385300753643,0.6520834390544423,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.8_1,NAM.8_1,Omaheke,NA,Omaheke,Region,Region,NA,NA.OH,NA,NA,NA,NA,Omaheke,NA,Omaheke,NAM-OH,iso3166-2,NA,NA,NA,0.5133814817263403,0.5861216074129277,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.9_1,NAM.9_1,Omusati,NA,Omusati,Region,Region,NA,NA.OS,NA,NA,NA,NA,Omusati,NA,Omusati,NAM-OS,iso3166-2,NA,NA,NA,0.5111455655965879,0.6689568356926742,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.10_1,NAM.10_1,Oshana,NA,Oshana,Region,Region,NA,NA.ON,NA,NA,NA,NA,Oshana,NA,Oshana,NAM-ON,iso3166-2,NA,NA,NA,0.49259808964850554,0.6392616660866168,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.11_1,NAM.11_1,Oshikoto,NA,Oshikoto,Region,Region,NA,NA.OT,NA,NA,NA,NA,Oshikoto,NA,Oshikoto,NAM-OT,iso3166-2,NA,NA,NA,0.5226493337472988,0.5592432886102258,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.12_1,NAM.12_1,Otjozondjupa,NA,Otjozondjupa,Region,Region,NA,NA.OD,NA,NA,NA,NA,Otjozondjupa,NA,Otjozondjupa,NAM-OD,iso3166-2,NA,NA,NA,0.5108011964347496,0.6153117962751794,0.4530876932185852,0.582550042637057
NAM,NAM,Namibia,NAM.13_1,NAM.13_1,Zambezi,Caprivi,Zambezi,Region,Region,NA,NA.CA,NA,NA,NA,NA,Zambezi,NA,Zambezi,NAM-CA,iso3166-2,NA,NA,NA,0.621397450423994,0.6840386731331605,0.4530876932185852,0.582550042637057
NE,NER,Niger,NER.1_1,NER.1_1,Agadez,Agad√®s,Agadez,D√©partement,Department,NA,NE.AG,NA,NA,NA,NA,Agadez,NA,Agadez,NE-1,iso3166-2,NA,NA,NA,0.5972377744204468,0.5900556673587148,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.2_1,NER.2_1,Diffa,NA,Diffa,D√©partement,Department,NA,NE.DF,NA,NA,NA,NA,Diffa,NA,Diffa,NE-2,iso3166-2,NA,NA,NA,0.47636043694773195,0.5013480403291508,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.3_1,NER.3_1,Dosso,NA,Dosso,D√©partement,Department,NA,NE.DS,NA,NA,NA,NA,Dosso,NA,Dosso,NE-3,iso3166-2,NA,NA,NA,0.4388861797557677,0.4978890627354757,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.4_1,NER.4_1,Maradi,NA,Maradi,D√©partement,Department,NA,NE.MA,NA,NA,NA,NA,Maradi,NA,Maradi,NE-4,iso3166-2,NA,NA,NA,0.501942226658187,0.5445778097334512,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.5_1,NER.5_1,Niamey,NA,Niamey,Communaut√© Urbaine,Capital District,NA,NE.NI,NA,NA,NA,NA,Niamey,NA,Niamey,NE-8,iso3166-2,NA,NA,NA,0.44420197687884705,0.5255622194897602,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.6_1,NER.6_1,Tahoua,NA,Tahoua,D√©partement,Department,NA,NE.TH,NA,NA,NA,NA,Tahoua,NA,Tahoua,NE-5,iso3166-2,NA,NA,NA,0.5257285341544475,0.5284632025278845,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.7_1,NER.7_1,Tillab√©ry,Tillab√©ri,Tillab√©ry,D√©partement,Department,NA,NE.TL,NA,NA,NA,NA,Tillabéri,NA,Tillabéri,NE-6,iso3166-2,NA,NA,NA,0.5922227896664635,0.5422594029826873,0.44581934373106896,0.4687054008994447
NE,NER,Niger,NER.8_1,NER.8_1,Zinder,NA,Zinder,D√©partement,Department,NA,NE.ZI,NA,NA,NA,NA,Zinder,NA,Zinder,NE-7,iso3166-2,NA,NA,NA,0.45435480386745947,0.4831708273932304,0.44581934373106896,0.4687054008994447
NG,NGA,Nigeria,NGA.1_1,NGA.1_1,Abia,NA,Abia,State,State,NA,NG.AB,NA,NA,NA,NA,Abia,NA,Abia,NG-AB,iso3166-2,NA,NA,NA,0.3399497744699623,0.522282342138098,0.2935225456724391,0.489117818426554
NG,NGA,Nigeria,NGA.15_1,NGA.15_1,Federal Capital Territory,Abuja,Federal Capital Territory,State,State,NA,NG.FC,NA,NA,NA,NA,Abuja Federal Capital Territory,NA,Abuja Federal Capital Territory,NG-FC,iso3166-2,NA,NA,NA,0.40970220989556894,0.522480148975332,0.2935225456724391,0.489117818426554
NG,NGA,Nigeria,NGA.2_1,NGA.2_1,Adamawa,NA,Adamawa,State,State,NA,NG.AD,NA,NA,NA,NA,Adamawa,NA,Adamawa,NG-AD,iso3166-2,NA,NA,NA,0.4274681646644306,0.6135268007797691,0.2935225456724391,0.489117818426554
NG,NGA,Nigeria,NGA.3_1,NGA.3_1,Akwa Ibom,NA,Akwa Ibom,State,State,NA,NG.AK,NA,NA,NA,NA,Akwa Ibom,NA,Akwa Ibom,NG-AK,iso3166-2,NA,NA,NA,0.38759156245200516,0.5643647866123175,0.2935225456724391,0.489117818426554
NG,NGA,Nigeria,NGA.4_1,NGA.4_1,Anambra,NA,Anambra,State,State,NA,NG.AN,NA,NA,NA,NA,Anambra,NA,Anambra,NG-AN,iso3166-2,NA,NA,NA,0.4030333169768052,0.5481417340265581,0.2935225456724391,0.489117818426554
NG,NGA,Nigeria,NGA.5_1,NGA.5_1,Bauchi,NA,Bauchi,State,State,NA,NG.BA,NA,NA,NA,NA,Bauchi,NA,Bauchi,NG-BA,iso3166-2,NA,NA,NA,0.37107599694250626,0.5904656051176335,0.2935225456724391,0.489117818426554
